FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation
A,Annual,ITD4,Friuli-Venezia Giulia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,40647.3
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,157161.1
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,161403.5
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,156567.7
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,155426.3
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,156945.1
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,157614
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,160432.5
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,164087.2
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,166255
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,166083.7
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,152164.3
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,167555.7
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,173785.7
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,174480.6
A,Annual,ITD5,Emilia-Romagna,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,174896.3
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,119943.5
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,120972
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,118657.6
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,116353.8
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,117402.2
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,117363.3
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,118124.5
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,119862
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,121287
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,124534.8
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,108108.7
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,118122.5
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,125781.6
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,126216.2
A,Annual,ITE1,Toscana,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,126845.1
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,24630
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,24518.6
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,23406.9
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,22743.2
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,22100
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,22741.4
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,22544.3
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,22893.8
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,23314.2
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,23210
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,20979.4
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,22760.2
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,23615
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,24155.3
A,Annual,ITE2,Umbria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,24351.1
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,43939.3
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,43944.2
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,42311.6
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,41301.6
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,42002.6
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,41709.8
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,41939
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,42662.6
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,42873
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,43152.3
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,39248.7
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,42528.3
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,44340
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,44573.2
A,Annual,ITE3,Marche,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,44553.2
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,212737.6
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,214601.4
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,205355
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,200781.4
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,199392.9
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,198911.9
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,204716.7
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,206412.1
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,206865.6
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,208455.9
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,190931.9
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,202107.1
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,213681.9
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,215719.9
A,Annual,ITE4,Lazio,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,218267.9
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,33952.7
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,34778.9
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,34165.9
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,33349.6
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,32913.6
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,33008.8
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,33192.3
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,33325.6
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,33208.1
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,33412.1
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,30550.3
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,33100.8
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,34957.6
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,35704.8
A,Annual,ITF1,Abruzzo,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,35955
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,7306.2
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,7191.9
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,6901.4
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,6427.9
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,6362.9
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,6488.2
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,6555.5
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,6677.4
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,6776.7
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,6857.7
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,6237
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,6703
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,6924.5
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,7098.4
A,Annual,ITF2,Molise,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,7023.2
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,115718.7
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,114190.1
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,111334.2
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,108119.3
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,108137.6
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,110075.3
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,110406.9
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,111570.7
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,111959
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,112784.7
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,102472.9
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,110887.1
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,117968
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,121302.3
A,Annual,ITF3,Campania,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,122245.2
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,78538.6
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,78759.3
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,77659.2
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,74995.1
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,75173.8
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,76092
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,76539.6
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,76853.9
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,77371.5
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,77445.5
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,71840.6
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,78263.9
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,82594
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,83276.5
A,Annual,ITF4,Puglia,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,83169.3
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,11095
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,11293.6
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,10972.6
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,11167.9
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,11009.5
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,11997.1
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,12391.1
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,12410.8
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,12712.9
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,12504
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2020,11304.4
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2021,12450.9
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2022,12583.4
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2023,12715.5
A,Annual,ITF5,Basilicata,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2024,12841.6
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2010,37420.6
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2011,37064.8
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2012,35562.3
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2013,34382
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2014,34017
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2015,34633.1
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2016,34368.2
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2017,34517.7
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2018,34143.4
A,Annual,ITF6,Calabria,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,N,Raw data,2025M12,Dec-25,2019,34070.3
