FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,ACCIDENT_LOCALIZATON,Localization of the accident,TIME_PERIOD,Observation
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,3.84615
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,4.06583
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,5.00928
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,3.89493
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,2.94906
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,4.5
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,4.44444
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,5.47264
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.29218
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,3.40314
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,3.78913
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,4.22886
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,2.25191
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,1.93915
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2012,2.23652
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2013,1.86179
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2014,1.99867
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2015,2.5557
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2016,2.25443
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2017,1.95948
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2018,2.03291
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2019,2.31346
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2020,2.64276
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2021,1.87237
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2022,2.11471
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2023,2.32406
A,Annual,ITDA,Trentino Alto Adige / Südtirol,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2024,2.31328
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2010,1.79445
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2011,1.02564
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2012,0.65421
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,0.78355
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,0.6383
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,0.60976
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,0.80645
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,1.2024
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,0.41068
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,0.92688
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,0.41783
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,0.6689
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,0.82721
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,0.84507
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,0.39101
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,4.34783
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,11.29032
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2012,5.12821
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,2.38095
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,5.7971
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,7.31707
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,2.85714
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2018,3.0303
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,4
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,1.96078
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,3.1746
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,5.12821
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,1.14943
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,4.5977
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,3.61991
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,4.09091
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,3.87722
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,3.89831
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,4.26288
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,4.39932
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,3.58209
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,2.72572
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,4.05405
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,5.29695
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,5.74468
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.00752
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,3.28407
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,4.07166
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,3.94737
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,2.66904
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,2.36967
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2012,1.98076
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2013,1.83432
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2014,2.01638
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2015,2.18978
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2016,2.1789
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2017,1.81269
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2018,1.93435
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2019,2.71547
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2020,2.50202
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2021,1.60858
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2022,1.85915
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2023,1.98188
A,Annual,ITD1,Provincia Autonoma Bolzano / Bozen,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2024,1.86263
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2010,0.9901
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2011,0.73222
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2012,1.2605
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,0.7667
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,0.89286
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,1.27021
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,1.0158
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,0.78329
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,0.36946
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,0.85262
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,0.58939
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,0.94044
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,1.06667
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,1.99387
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,1.38462
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,5.35714
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,2.5
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2012,9.09091
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2013,2.63158
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,4.08163
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,5.45455
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,9.7561
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,10.34483
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,1.92308
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,13.51351
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,6.38298
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,10.16949
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,5.40541
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,3.33333
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,3.72093
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,2.89575
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,4.39122
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,3.78788
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,3.82979
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,5.74949
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,4.37788
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,3.19549
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,5.05618
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,3.38645
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,5.08982
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.63636
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,3.53818
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,3.5
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,4.51505
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,1.9385
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,1.51915
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2012,2.53841
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2013,1.89317
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2014,1.9788
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2015,2.98295
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2016,2.35121
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2017,2.13864
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2018,2.15363
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2019,1.81818
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2020,2.84091
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2021,2.22222
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2022,2.45171
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2023,2.79286
A,Annual,ITD2,Provincia Autonoma Trento,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2024,2.9052
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2010,1.46654
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2011,1.58716
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2012,1.53517
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2013,1.21095
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2014,1.53831
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2015,1.31716
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2016,1.61668
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2017,1.34144
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2018,1.44793
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2019,1.4868
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2020,1.6129
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2021,1.48886
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2022,1.38543
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2023,1.48665
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),1,Urban road,2024,1.37446
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2010,5.69211
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2011,2.90237
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2012,4.85437
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2013,2.14286
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2014,3.66972
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2015,3.13589
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2016,4.55259
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2017,5.38462
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2018,4.55975
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2019,4.59184
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2020,3.71429
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2021,5.04854
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2022,2.94627
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2023,3.3101
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),2,Motorway,2024,2.60417
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2010,5.15578
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2011,4.7619
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2012,5.44139
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2013,4.93102
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2014,4.35291
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2015,4.58814
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2016,4.37956
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2017,3.77875
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2018,3.73586
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2019,4.5467
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2020,4.02762
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2021,3.93091
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2022,5.17039
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2023,4.7576
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),3,Other roads,2024,3.92333
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2010,2.53019
A,Annual,ITD3,Veneto,KILLEDINDX,Killed in road accidents - in respect of total accidents (per hundred values),9,Total,2011,2.37086
